email_id,campaign_id,emails_sent,emails_opened,emails_clicked,unsubscribes
1958,1958,37382,10673,536,621
1959,1959,41680,9868,2891,208
1960,1960,32600,7562,852,717
1961,1961,24030,9677,998,625
1962,1962,19436,3180,746,370
1963,1963,20702,3662,822,533
1964,1964,48518,15377,1843,766
1965,1965,41006,12361,3096,1111
1966,1966,23454,7987,2355,532
1967,1967,18892,4227,1250,255
1968,1968,31133,13626,1800,867
1969,1969,9763,3357,169,165
1970,1970,1627,572,87,44
1971,1971,47091,13971,2070,330
1972,1972,43539,15037,2776,1189
1973,1973,45014,12763,1031,1318
1974,1974,25666,10221,1425,242
1975,1975,46680,20779,1687,665
1976,1976,13647,3867,407,74
1977,1977,19424,6879,1563,190
1978,1978,41202,13908,3506,433
1979,1979,33362,14685,869,577
1980,1980,47140,17068,1745,466
1981,1981,42840,11516,3080,823
1982,1982,33375,6713,660,783
1983,1983,45051,15980,3056,298
1984,1984,9404,3515,287,266
1985,1985,15939,6603,1533,189
1986,1986,45432,7129,2084,996
1987,1987,41269,9321,1771,674
1988,1988,28991,9923,2835,182
1989,1989,22168,6201,1852,262
1990,1990,45575,13922,2420,817
1991,1991,3848,1597,169,45
1992,1992,28529,8836,1140,422
1993,1993,22935,4003,772,129
1994,1994,49329,10738,2387,1427
1995,1995,17382,3633,480,114
1996,1996,41979,7514,1277,1057
1997,1997,39832,15501,4398,1036
1998,1998,17197,3135,343,232
1999,1999,4567,1810,325,49
2000,2000,5778,2211,453,139
2001,2001,41982,11920,967,1232
2002,2002,3185,838,228,71
2003,2003,9358,1577,395,59
2004,2004,41025,13860,920,900
2005,2005,37651,6237,1637,566
2006,2006,41455,15570,1685,828
2007,2007,44235,14916,2436,734
2008,2008,29056,12028,2463,391
2009,2009,45287,17430,2850,598
2010,2010,13614,2483,131,310
2011,2011,39855,15416,1516,770
2012,2012,42770,12945,1797,728
2013,2013,41688,11813,1308,1039
2014,2014,4964,934,183,88
2015,2015,43710,16448,2102,1185
2016,2016,10543,2047,260,143
2017,2017,25171,11102,1991,539
2018,2018,10476,1751,309,271
2019,2019,4578,1266,125,45
2020,2020,14189,5470,740,307
2021,2021,46533,16637,2775,1038
2022,2022,38906,12443,1666,485
2023,2023,22536,4477,732,557
2024,2024,3765,1124,314,78
2025,2025,46430,10171,2095,509
2026,2026,49141,18698,4742,1237
2027,2027,25635,5424,521,762
2028,2028,24777,3790,528,467
2029,2029,10332,2450,241,202
2030,2030,24587,4011,230,244
2031,2031,12412,2677,309,116
2032,2032,37340,8356,827,351
2033,2033,18156,7683,424,398
2034,2034,25833,8950,2427,347
2035,2035,14778,3569,392,372
2036,2036,44313,8924,1621,1106
2037,2037,41842,17343,4675,277
2038,2038,10465,4341,358,101
2039,2039,35901,9458,1357,717
2040,2040,42690,9535,586,870
2041,2041,13392,5441,672,116
2042,2042,17198,2854,710,461
2043,2043,34309,15113,4102,351
2044,2044,6335,2441,604,129
2045,2045,11972,3622,861,252
2046,2046,34368,9014,1620,325
2047,2047,47693,12503,2796,1091
2048,2048,33426,9764,1906,700
2049,2049,39271,13545,1378,1074
2050,2050,30627,12524,1865,387
2051,2051,25712,8264,2345,369
2052,2052,37080,6504,1547,458
2053,2053,35001,8941,1752,582
2054,2054,41706,10464,1703,659
2055,2055,25085,9817,1268,365
2056,2056,12768,3607,419,88
2057,2057,6401,1525,267,119
2058,2058,6122,2361,664,45
2059,2059,5675,1464,273,75
2060,2060,45243,11255,1414,1148
2061,2061,45796,18484,1805,920
2062,2062,10035,4510,1073,235
2063,2063,18113,2763,345,462
2064,2064,27464,11912,3043,657
2065,2065,1779,518,92,42
2066,2066,10783,4417,472,248
2067,2067,14754,4313,771,363
2068,2068,31719,11633,1923,786
2069,2069,21517,8687,1365,614
2070,2070,28373,6039,981,537
2071,2071,25556,4898,1314,323
2072,2072,49352,7546,1906,1276
2073,2073,23270,5064,792,554
2074,2074,46253,14397,1893,258
2075,2075,3110,1326,117,89
2076,2076,22643,7256,1812,630
2077,2077,38609,15832,4671,390
2078,2078,26600,4498,659,448
2079,2079,22550,7235,1178,617
2080,2080,7110,1432,313,67
2081,2081,46155,15277,866,460
2082,2082,26289,6181,669,564
2083,2083,5586,1599,227,29
2084,2084,22415,9143,1396,200
2085,2085,8257,1558,240,194
2086,2086,26493,11564,3080,218
2087,2087,14479,3517,894,313
2088,2088,11405,3776,1075,224
2089,2089,33930,12385,2040,340
2090,2090,10351,2936,752,208
2091,2091,17176,5286,1467,463
2092,2092,31159,8998,537,226
2093,2093,43355,17961,2946,975
2094,2094,47638,18469,2729,1218
2095,2095,12477,3425,325,255
2096,2096,29316,8423,2339,281
2097,2097,38264,6836,1535,233
2098,2098,11350,2634,545,139
2099,2099,5374,1931,445,56
2100,2100,33341,9114,2191,267
2101,2101,25165,4352,332,608
2102,2102,22365,6106,556,227
2103,2103,3925,1132,77,87
2104,2104,31271,8266,1954,825
2105,2105,26996,4355,490,613
2106,2106,9944,2467,585,170
2107,2107,5471,956,204,124
2108,2108,29686,5701,1454,772
2109,2109,12179,4890,986,114
2110,2110,9136,2835,418,63
2111,2111,1734,612,54,24
2112,2112,15199,5537,1512,278
2113,2113,29970,10759,2787,757
2114,2114,43009,14999,3224,325
2115,2115,46242,11213,707,236
2116,2116,25732,9781,2760,369
2117,2117,16632,3492,188,94
2118,2118,1954,490,48,42
2119,2119,15455,6763,501,400
2120,2120,44523,8920,818,685
2121,2121,8057,3179,415,166
2122,2122,41938,8896,1649,1194
2123,2123,8917,1959,149,116
2124,2124,1982,536,69,29
2125,2125,31066,6711,1439,371
2126,2126,41888,10919,729,438
2127,2127,20761,7894,1380,617
2128,2128,47696,14826,4412,1252
2129,2129,12236,2760,203,160
2130,2130,42344,15197,3335,1241
2131,2131,46463,8822,827,1117
2132,2132,46064,11303,2971,785
2133,2133,22961,3565,991,372
2134,2134,34490,11801,1275,678
2135,2135,1871,411,83,51
2136,2136,21240,4692,737,235
2137,2137,6202,1041,149,77
2138,2138,10939,2873,604,119
2139,2139,48533,15987,4579,1139
2140,2140,22541,4289,554,556
2141,2141,3595,1101,324,76
2142,2142,19904,7467,800,464
2143,2143,23461,5224,965,649
2144,2144,44581,19905,4983,998
2145,2145,15578,5178,752,203
2146,2146,29990,10164,672,518
2147,2147,13613,2254,671,387
2148,2148,9228,1638,324,237
2149,2149,14393,3179,221,332
2150,2150,21412,4266,423,334
2151,2151,40705,9146,1109,659
2152,2152,42654,8975,2383,726
2153,2153,24565,6619,608,393
2154,2154,34114,11353,1797,303
2155,2155,32588,5081,738,858
2156,2156,20675,6792,599,478
2157,2157,17861,4717,596,215
2158,2158,37840,12555,853,318
2159,2159,31753,6627,1849,162
2160,2160,33813,12480,1791,511
2161,2161,28251,12206,3571,404
2162,2162,33083,8017,2380,224
2163,2163,3544,1586,128,100
2164,2164,11640,2424,385,132
2165,2165,48333,12304,2796,1008
2166,2166,25129,9019,1918,707
2167,2167,49212,11025,1867,1379
2168,2168,24685,8375,1835,553
2169,2169,43292,8414,1694,1238
2170,2170,10657,2411,483,306
2171,2171,11579,1779,431,244
2172,2172,26188,7052,1386,720
2173,2173,34982,14796,3980,319
2174,2174,28975,6544,821,845
2175,2175,44154,18367,3609,1030
2176,2176,48687,20001,1546,940
2177,2177,23570,9292,1089,241
2178,2178,27081,9741,502,249
2179,2179,33225,4999,337,744
2180,2180,35403,9737,1188,558
2181,2181,12560,3295,744,124
2182,2182,12926,3887,301,247
2183,2183,14931,3071,198,142
2184,2184,13575,3092,852,206
2185,2185,42080,17837,1378,879
2186,2186,6230,1482,214,74
2187,2187,23423,3721,404,401
2188,2188,7606,1162,135,219
2189,2189,44602,14483,4300,330
2190,2190,35231,13653,1964,634
2191,2191,18421,7914,1331,247
2192,2192,29144,7314,1612,395
2193,2193,21658,8556,2440,468
2194,2194,25801,8597,2526,692
2195,2195,7565,1141,305,113
2196,2196,10100,1592,128,184
2197,2197,46827,17580,1971,763
2198,2198,45969,15981,2697,704
2199,2199,13316,2009,420,380
2200,2200,22114,3427,479,135
2201,2201,49222,12190,1963,992
2202,2202,27225,10121,2514,373
2203,2203,32203,14364,3796,889
2204,2204,49121,13039,2631,1119
2205,2205,35082,14484,3566,803
2206,2206,3080,580,144,38
2207,2207,45109,20249,6010,751
2208,2208,30247,13203,2251,560
2209,2209,16948,3618,862,364
2210,2210,6861,1246,371,39
2211,2211,22397,9424,2276,235
2212,2212,17883,6255,1800,389
2213,2213,44612,8508,1562,1032
2214,2214,6927,2692,358,73
2215,2215,38746,14719,2946,817
2216,2216,25707,10875,2563,594
2217,2217,43855,15026,2862,1157
2218,2218,16293,3536,279,117
2219,2219,6841,1724,341,66
2220,2220,8609,2770,226,110
2221,2221,25916,8372,422,169
2222,2222,36101,7471,1098,562
2223,2223,24922,9701,2750,203
2224,2224,44499,14706,1552,662
2225,2225,36277,14717,1898,921
2226,2226,20452,8204,1435,335
2227,2227,40417,9498,2248,1060
2228,2228,47069,7545,981,826
2229,2229,46128,8627,2581,1045
2230,2230,32344,10975,1140,397
2231,2231,25687,4306,1087,226
2232,2232,47973,10227,2384,1211
2233,2233,46901,17387,4882,1144
2234,2234,32949,12132,1513,836
2235,2235,11432,5113,956,153
2236,2236,45426,13265,1818,671
2237,2237,5707,1759,212,127
2238,2238,13785,4967,928,102
2239,2239,22195,8338,1626,557
2240,2240,47503,11458,2448,922
2241,2241,29959,10748,1319,258
2242,2242,15295,5985,591,325
2243,2243,24738,9098,1764,543
2244,2244,10673,2806,829,234
2245,2245,12024,5143,380,352
2246,2246,12772,5536,439,228
2247,2247,23183,7604,2223,479
2248,2248,27476,6140,489,409
2249,2249,20837,7426,2143,444
2250,2250,25600,9798,2917,557
2251,2251,6872,2634,701,146
2252,2252,19036,6466,1042,100
2253,2253,8643,1510,260,187
2254,2254,34406,7482,1471,1021
2255,2255,32424,7526,1778,806
2256,2256,12868,3412,1023,290
2257,2257,20553,6606,494,135
2258,2258,36226,7443,1884,199
2259,2259,37441,14798,3638,683
2260,2260,5189,1586,311,118
2261,2261,43709,8183,1949,1273
2262,2262,8689,1774,354,82
2263,2263,37354,10614,1364,223
2264,2264,38688,8196,740,737
2265,2265,3294,577,46,41
2266,2266,36679,7390,2174,786
2267,2267,17275,4149,1188,310
2268,2268,20228,7034,1134,392
2269,2269,46554,11353,3152,1392
2270,2270,40726,12684,1299,304
2271,2271,3931,869,84,49
2272,2272,15104,6603,1324,157
2273,2273,24531,5721,1328,381
2274,2274,37034,8387,1219,1021
2275,2275,27218,7806,2233,596
2276,2276,46515,8976,906,964
2277,2277,18655,8368,1876,183
2278,2278,25388,8101,1716,451
2279,2279,11750,3241,286,350
2280,2280,29418,7757,2257,329
2281,2281,18702,3504,271,349
2282,2282,5322,1324,95,147
2283,2283,18907,3666,914,223
2284,2284,7419,1952,570,107
2285,2285,7881,3032,245,143
2286,2286,21090,6889,1733,155
2287,2287,23865,8594,2289,448
2288,2288,40810,7334,454,528
2289,2289,26530,5417,1362,582
2290,2290,35844,11308,3058,540
2291,2291,39817,7496,392,710
2292,2292,11190,3885,332,214
2293,2293,18522,3072,710,543
2294,2294,47366,18153,3985,732
2295,2295,31001,6353,1884,773
2296,2296,33914,8005,2306,610
2297,2297,48085,19927,5051,607
2298,2298,6697,2908,440,85
2299,2299,6907,2351,162,75
2300,2300,7136,1423,91,168
2301,2301,37317,16004,4034,196
2302,2302,28786,10164,2877,242
2303,2303,33624,10238,3066,914
2304,2304,46736,8758,468,455
2305,2305,49884,7591,1186,915
2306,2306,23613,5272,1237,679
2307,2307,35610,12649,766,577
2308,2308,12044,4243,1147,217
2309,2309,15750,3188,451,131
2310,2310,24153,10524,1638,349
2311,2311,25463,11227,1509,559
2312,2312,36331,14722,3893,445
2313,2313,32662,7775,802,765
2314,2314,38279,10262,2881,1080
2315,2315,43137,13142,3592,1224
2316,2316,41484,16780,1080,213
2317,2317,31169,7747,1072,159
2318,2318,48345,9951,1379,364
2319,2319,33246,6957,1268,913
2320,2320,27916,5224,897,248
2321,2321,44033,9909,1661,632
2322,2322,24887,6931,662,629
2323,2323,8123,3629,776,129
2324,2324,10166,2603,412,142
2325,2325,47479,9948,968,285
2326,2326,26856,7420,985,155
2327,2327,44660,9365,1590,966
2328,2328,18419,3419,588,320
2329,2329,45678,16640,2183,1101
2330,2330,27206,8176,2296,709
2331,2331,26483,5016,1451,657
2332,2332,9265,1822,318,224
2333,2333,16499,2732,703,259
2334,2334,40130,14897,2362,491
2335,2335,32845,5740,902,671
2336,2336,48792,14802,1663,1179
2337,2337,18270,8190,915,466
2338,2338,14003,4091,1005,106
2339,2339,48871,14695,1400,1457
2340,2340,39744,13460,1173,318
2341,2341,27298,4408,1311,770
2342,2342,28938,4494,448,770
2343,2343,25926,7056,893,540
2344,2344,16166,3500,547,105
2345,2345,28988,9947,1254,340
2346,2346,19386,8392,1912,216
2347,2347,4116,841,42,88
2348,2348,22078,4715,792,611
2349,2349,7603,2123,240,131
2350,2350,22907,5527,410,122
2351,2351,37160,14163,1169,520
2352,2352,24683,9203,1815,496
2353,2353,16614,5733,587,242
2354,2354,7970,1507,355,63
2355,2355,39440,17373,4708,1003
2356,2356,13643,4930,1387,93
2357,2357,36820,12360,1549,620
2358,2358,14238,4414,390,116
2359,2359,28407,8952,1012,764
2360,2360,37722,16693,4569,611
2361,2361,48010,8892,1414,819
2362,2362,35325,15168,2669,195
2363,2363,40266,9351,2729,492
2364,2364,38104,6410,1878,371
2365,2365,27050,8074,1478,482
2366,2366,5914,1180,280,86
2367,2367,26575,7182,846,255
2368,2368,11485,3693,731,59
2369,2369,34606,9919,2251,627
2370,2370,20884,8473,1051,244
2371,2371,8805,1772,108,96
2372,2372,3561,1217,347,42
2373,2373,9714,2245,555,204
2374,2374,17318,7738,793,136
2375,2375,43509,11061,2226,619
2376,2376,6455,2801,759,74
2377,2377,9756,2658,539,127
2378,2378,4752,1605,84,65
2379,2379,48872,21482,2023,1431
2380,2380,36218,12574,3357,1031
2381,2381,39224,7136,1687,570
2382,2382,43849,9962,2057,881
2383,2383,14510,5732,602,170
2384,2384,39119,13259,3507,582
2385,2385,30232,6636,1536,429
2386,2386,32392,5769,550,311
2387,2387,12541,2591,447,291
2388,2388,43438,10191,1299,1178
2389,2389,26834,9558,926,230
2390,2390,28944,6471,1794,846
2391,2391,7568,2779,234,179
2392,2392,1772,586,84,9
2393,2393,1888,715,150,11
2394,2394,17275,6582,769,491
2395,2395,40297,6207,1809,1166
2396,2396,7969,2491,634,209
2397,2397,6568,1383,235,125
2398,2398,30119,11886,1507,511
2399,2399,16978,2831,631,351
2400,2400,9065,1417,86,168
2401,2401,7721,2343,607,65
2402,2402,15700,2468,386,136
2403,2403,43949,10374,2909,971
2404,2404,46007,19105,4885,359
2405,2405,12112,5416,574,350
2406,2406,19468,5007,1021,154
2407,2407,6557,2745,552,61
2408,2408,35765,8957,853,559
2409,2409,44730,15930,3284,544
2410,2410,7810,1806,315,111
2411,2411,18393,7232,1647,127
2412,2412,1142,466,137,27
2413,2413,10606,2609,385,244
2414,2414,32354,12760,998,507
2415,2415,48625,11356,824,1452
2416,2416,12919,4912,678,224
2417,2417,32541,11650,1788,808
2418,2418,22853,4375,1251,640
2419,2419,26112,7196,1254,479
2420,2420,35896,11158,1199,254
2421,2421,47853,13233,2573,1068
2422,2422,15374,5548,603,77
2423,2423,2124,549,92,17
2424,2424,8219,1379,189,215
2425,2425,10132,2415,207,266
2426,2426,28595,6369,1636,182
2427,2427,10030,1857,415,86
2428,2428,49043,7744,2255,700
2429,2429,46967,8538,1668,794
2430,2430,39923,16414,944,564
2431,2431,6176,1380,73,159
2432,2432,28295,5515,527,667
2433,2433,35566,12788,1596,543
2434,2434,23107,6543,1381,123
2435,2435,8291,1631,440,48
2436,2436,12375,3724,196,319
2437,2437,45558,19793,3237,1038
2438,2438,17911,7625,1337,407
2439,2439,28765,12352,1457,209
2440,2440,25743,11413,927,265
2441,2441,41569,6933,1026,1062
2442,2442,37653,12482,865,840
2443,2443,32287,7876,1657,829
2444,2444,11801,1963,280,184
2445,2445,18689,3411,236,375
2446,2446,22985,3641,438,426
2447,2447,5280,1127,59,146
2448,2448,13303,4197,879,77
2449,2449,18640,3271,629,114
2450,2450,32706,5354,688,934
2451,2451,1555,690,164,45
2452,2452,33782,7042,1675,781
2453,2453,9488,3423,254,144
2454,2454,49591,14930,2620,1208
2455,2455,2552,832,121,50
2456,2456,3451,818,71,57
2457,2457,42022,7479,1717,1139
2458,2458,45660,15810,3829,412
2459,2459,33874,10327,2397,721
2460,2460,23374,6643,550,286
2461,2461,41859,17027,2685,1141
2462,2462,45752,12183,1245,926
2463,2463,5915,2587,495,176
2464,2464,7383,2889,247,197
2465,2465,36857,15120,3770,1009
2466,2466,33696,6005,771,955
2467,2467,11582,1974,383,160
2468,2468,5661,1153,280,64
2469,2469,32015,14200,3419,513
2470,2470,10204,4407,1290,175
2471,2471,24820,10119,1520,655
2472,2472,45602,8604,1219,1191
2473,2473,21555,5649,1245,380
2474,2474,18224,7530,2242,110
2475,2475,43196,7218,1787,971
2476,2476,37752,5752,1514,463
2477,2477,11368,3649,961,120
2478,2478,31295,10976,1506,523
2479,2479,36069,15150,2518,257
2480,2480,48957,8934,2589,730
2481,2481,29384,6165,814,379
2482,2482,40607,12015,2710,686
2483,2483,19243,5510,1026,552
2484,2484,10536,3603,468,60
2485,2485,40392,15440,1012,1018
2486,2486,29187,12946,1338,300
2487,2487,2503,1090,240,29
2488,2488,42660,8652,739,505
2489,2489,6354,1521,346,170
2490,2490,35391,7581,2071,339
2491,2491,4522,803,221,61
2492,2492,20457,4078,559,316
2493,2493,32162,9991,2457,937
2494,2494,29625,7596,1695,436
2495,2495,1650,525,143,16
2496,2496,48364,16946,3459,633
2497,2497,49126,18316,4289,634
2498,2498,10863,4551,1290,189
2499,2499,21736,4001,1170,329
2500,2500,35124,12879,3825,1003
2501,2501,9239,3143,659,179
2502,2502,3391,731,215,52
2503,2503,36788,14064,2816,382
2504,2504,14747,6425,1882,286
2505,2505,1941,506,71,24
2506,2506,21117,6348,1694,474
2507,2507,43527,19574,3004,600
2508,2508,36551,10152,2979,489
2509,2509,12522,3601,515,235
2510,2510,11659,3647,530,304
2511,2511,46124,16331,3405,1040
2512,2512,7502,3365,846,56
2513,2513,43573,6750,1911,330
2514,2514,41883,17932,1343,674
2515,2515,39091,15314,3322,1027
2516,2516,14885,3228,528,216
2517,2517,13816,5621,1616,190
2518,2518,31405,8601,2194,709
2519,2519,49572,13322,3795,1217
2520,2520,34263,8054,2173,397
2521,2521,28178,9918,506,781
2522,2522,3141,485,42,45
2523,2523,35010,13864,2772,468
2524,2524,38498,17241,1904,1129
2525,2525,13626,4563,676,85
2526,2526,38870,10834,3086,573
2527,2527,48717,9846,2717,873
2528,2528,29665,6505,1479,242
2529,2529,8757,2972,731,228
2530,2530,42111,17897,4641,378
2531,2531,22129,4672,342,352
2532,2532,42215,16084,1419,863
2533,2533,36630,15610,1087,533
2534,2534,49649,18382,5438,1035
2535,2535,24469,5039,1073,257
2536,2536,13702,4256,473,335
2537,2537,25779,9824,2110,306
2538,2538,10422,3525,738,203
2539,2539,7777,1425,401,62
2540,2540,10295,2416,661,75
2541,2541,33390,13469,3746,340
2542,2542,7597,2258,125,51
2543,2543,42004,7262,1610,604
2544,2544,21551,7328,1192,194
2545,2545,20579,3149,298,394
2546,2546,40757,16565,1313,553
2547,2547,23726,7003,1425,442
2548,2548,11380,3488,396,91
2549,2549,40722,6469,360,724
2550,2550,10984,2360,333,301
2551,2551,2933,728,76,68
2552,2552,9295,2140,364,267
2553,2553,23842,8640,1840,397
2554,2554,33492,9405,2695,939
2555,2555,17390,3510,778,472
2556,2556,19421,8517,644,482
2557,2557,39507,9618,2390,1139
2558,2558,32970,9232,1491,656
2559,2559,18804,7423,1527,379
2560,2560,29135,6115,845,799
2561,2561,5211,1484,404,150
2562,2562,17584,5733,707,451
2563,2563,43277,18830,3438,647
2564,2564,8513,1736,226,210
2565,2565,24445,5465,567,349
2566,2566,10505,4032,324,136
2567,2567,1714,625,64,32
2568,2568,22073,9262,1763,323
2569,2569,40439,8639,901,769
2570,2570,47941,15934,4315,1270
2571,2571,5903,1901,402,130
2572,2572,29521,7242,941,293
2573,2573,33370,9997,2974,518
2574,2574,9132,2610,522,180
2575,2575,16494,5326,645,347
2576,2576,38732,17289,4804,469
2577,2577,27398,4413,809,498
2578,2578,23111,7937,534,170
2579,2579,28202,10349,1228,672
2580,2580,27236,4737,1154,472
2581,2581,4084,1094,245,66
2582,2582,43014,18932,1521,617
2583,2583,41499,7503,795,1063
2584,2584,10092,1832,239,223
2585,2585,29552,6439,463,682
2586,2586,25174,9939,1832,128
2587,2587,46104,18921,2174,1135
2588,2588,8261,1358,171,95
2589,2589,46083,15383,3893,541
2590,2590,12163,5199,1018,97
2591,2591,21927,8958,2134,596
2592,2592,28085,9578,2078,506
2593,2593,16762,5420,1167,492
2594,2594,22096,8436,1439,161
2595,2595,20414,7418,1025,528
2596,2596,16884,5873,1373,171
2597,2597,6112,1054,183,63
2598,2598,44941,9655,2458,435
2599,2599,7850,1979,501,188
2600,2600,34680,14133,3393,443
2601,2601,30754,10658,2791,235
2602,2602,9523,2053,289,279
2603,2603,41663,12667,3103,404
2604,2604,19208,5319,1178,552
2605,2605,38830,13377,1161,1044
2606,2606,49826,9121,493,823
2607,2607,18482,2930,631,301
2608,2608,18404,3413,640,255
2609,2609,14897,2907,510,263
2610,2610,4483,1266,180,27
2611,2611,26068,9634,1499,321
2612,2612,27390,5559,661,552
2613,2613,34988,9799,2158,740
2614,2614,8279,1787,113,48
2615,2615,18444,4087,748,219
2616,2616,41646,14986,2264,617
2617,2617,15410,5704,1539,180
2618,2618,14481,2915,294,302
2619,2619,47258,15542,3628,347
2620,2620,33980,14350,2949,797
2621,2621,46084,10211,1314,310
2622,2622,13277,3314,542,385
2623,2623,44649,13054,1742,421
2624,2624,18290,7578,702,439
2625,2625,1637,537,157,32
2626,2626,33001,13595,2285,202
2627,2627,2139,684,203,55
2628,2628,35424,10660,2545,863
2629,2629,7553,1823,426,123
2630,2630,49156,12546,2338,1061
2631,2631,17615,4567,243,243
2632,2632,47540,11890,2133,1026
2633,2633,40042,11824,1389,720
2634,2634,42929,6706,1975,1133
2635,2635,44212,19816,2760,255
2636,2636,38852,14464,4242,543
2637,2637,49782,8800,2465,719
2638,2638,8073,3549,955,177
2639,2639,30443,13583,3654,285
2640,2640,45503,11587,1538,897
2641,2641,19104,4638,279,343
2642,2642,23496,9404,759,584
2643,2643,38136,16796,4166,465
2644,2644,1546,463,102,25
2645,2645,10845,3328,407,205
2646,2646,11656,2810,343,291
2647,2647,2021,578,60,51
2648,2648,9089,1508,190,143
2649,2649,44270,17718,1106,373
2650,2650,19564,7543,1323,566
2651,2651,37749,7418,530,444
2652,2652,49041,10250,2012,344
2653,2653,15343,2449,693,172
2654,2654,45466,15509,2413,1326
2655,2655,7431,3105,869,148
2656,2656,12357,3944,866,161
2657,2657,38890,7457,1803,437
2658,2658,28283,8945,1120,201
2659,2659,38136,16327,2698,365
2660,2660,29632,5298,962,662
2661,2661,34018,14643,3340,568
2662,2662,29027,8416,2443,479
2663,2663,37628,5942,1436,271
2664,2664,10213,3416,429,113
2665,2665,34567,9054,1858,950
2666,2666,20224,3358,877,164
2667,2667,44914,6817,1716,1206
2668,2668,31161,12519,890,366
2669,2669,43590,7938,1576,1113
2670,2670,38056,11205,1488,248
2671,2671,49527,16115,2863,1135
2672,2672,46978,9936,854,1104
2673,2673,33460,6388,1748,702
2674,2674,11143,2677,341,331
2675,2675,1422,556,114,14
2676,2676,5400,810,162,43
2677,2677,7348,1647,125,41
2678,2678,34148,9668,617,274
2679,2679,27513,8119,779,299
2680,2680,36829,8400,1706,588
2681,2681,44133,14791,2338,922
2682,2682,13111,2523,595,144
2683,2683,34522,12859,2400,583
2684,2684,20007,4738,355,394
2685,2685,25073,8783,1298,562
2686,2686,8034,2323,588,69
2687,2687,19574,5620,1073,103
2688,2688,20841,3339,709,446
2689,2689,30129,4904,1357,875
2690,2690,31664,13131,2161,165
2691,2691,11375,2927,772,199
2692,2692,23861,10039,1819,425
2693,2693,12435,4312,594,285
2694,2694,23235,6688,1770,197
2695,2695,44151,10635,1579,1231
2696,2696,43279,12772,3712,871
2697,2697,12821,4138,1166,312
2698,2698,35434,8070,1811,698
2699,2699,39058,9937,2030,589
2700,2700,3944,626,145,42
2701,2701,44598,8110,2299,754
2702,2702,16173,7187,1812,377
2703,2703,16506,2997,809,383
2704,2704,26171,9859,1528,172
2705,2705,41101,9253,549,976
2706,2706,29936,11345,2287,778
2707,2707,12407,3056,686,179
2708,2708,42772,13778,1376,483
2709,2709,29672,10493,1116,698
2710,2710,29446,11606,2926,288
2711,2711,39149,6157,1785,289
2712,2712,3178,1248,341,44
2713,2713,27740,8890,2365,374
2714,2714,45719,16869,4685,962
2715,2715,33517,6939,706,861
2716,2716,33823,8646,1769,641
2717,2717,10035,3918,625,207
2718,2718,5644,1810,148,101
2719,2719,7613,1411,151,152
2720,2720,22687,3556,907,277
2721,2721,17474,4667,650,468
2722,2722,11345,4996,343,219
2723,2723,34931,15004,2625,523
2724,2724,4712,1478,403,92
2725,2725,18239,6310,366,283
2726,2726,14140,3540,853,119
2727,2727,36853,14557,1927,882
2728,2728,5084,1121,76,145
2729,2729,40977,14789,3569,241
2730,2730,5637,2451,489,114
2731,2731,6281,2614,443,51
2732,2732,48404,7866,463,856
2733,2733,43620,11126,1884,1070
2734,2734,15926,2491,159,387
2735,2735,13856,4298,1139,305
2736,2736,49360,7671,1308,724
2737,2737,25722,9224,1452,403
2738,2738,10028,1851,147,204
2739,2739,25098,6413,870,701
2740,2740,16608,3647,719,177
2741,2741,49986,18783,4732,920
2742,2742,4000,1789,96,91
2743,2743,4727,817,66,44
2744,2744,3865,943,189,105
2745,2745,20163,3809,569,432
2746,2746,44030,7619,857,818
2747,2747,33435,12089,3062,917
2748,2748,15436,4369,549,218
2749,2749,37136,8831,1884,674
2750,2750,18533,4552,843,141
2751,2751,23717,9964,2255,487
2752,2752,19335,3355,932,503
2753,2753,35143,7701,1813,360
2754,2754,25404,9335,2305,149
2755,2755,16407,5898,1253,268
2756,2756,8486,1327,343,99
2757,2757,39550,10490,2693,281
2758,2758,19290,7838,1144,105
2759,2759,26073,6919,422,264
2760,2760,13086,4553,833,281
2761,2761,3051,953,130,17
2762,2762,40894,15390,2063,1051
2763,2763,18205,7155,1414,435
2764,2764,23344,8584,1763,621
2765,2765,48790,20909,4978,1228
2766,2766,37260,9927,2286,817
2767,2767,36046,10419,2012,692
2768,2768,35007,7982,2315,584
2769,2769,16612,3149,169,415
2770,2770,18982,3334,375,352
2771,2771,23120,7429,443,274
2772,2772,18612,6472,1589,470
2773,2773,40845,6277,795,878
2774,2774,18335,7412,1192,99
2775,2775,1581,458,133,26
2776,2776,37477,8070,521,1067
2777,2777,19117,8012,1505,551
2778,2778,29864,6090,1470,355
2779,2779,33435,6291,1305,289
2780,2780,41497,14390,1556,886
2781,2781,13075,4645,1231,254
2782,2782,3749,1184,126,107
2783,2783,17977,7956,429,469
2784,2784,24156,7539,461,262
2785,2785,8154,1412,227,144
2786,2786,16530,3491,672,425
2787,2787,45631,12538,2638,1227
2788,2788,10376,1633,329,145
2789,2789,27747,11632,1671,792
2790,2790,20271,6822,614,123
2791,2791,10834,4588,258,219
2792,2792,21519,6525,1600,380
2793,2793,39108,14229,4055,565
2794,2794,39186,6261,1449,569
2795,2795,43546,7556,523,1236
2796,2796,15718,5023,1504,326
2797,2797,49100,13523,3154,1285
2798,2798,35587,13859,2796,764
2799,2799,35100,9908,1162,909
