conversion_id,lead_id,campaign_id,revenue,conversion_date
11134,86447,5928,881.23,2025-07-19
11135,62210,5968,539.24,2024-12-03
11136,43804,8563,251.74,2025-05-24
11137,68993,3309,305.0,2025-01-14
11138,3510,4910,272.87,2025-04-12
11139,62452,9124,376.54,2025-06-25
11140,8086,7329,449.69,2026-03-27
11141,72386,6049,275.14,2026-03-06
11142,5365,3566,1027.96,2024-12-22
11143,23514,7491,254.01,2024-12-28
11144,42476,316,965.89,2024-09-21
11145,46143,3462,891.21,2026-02-15
11146,28170,2488,772.13,2025-10-09
11147,38438,5151,348.32,2025-09-14
11148,66899,368,584.77,2026-06-19
11149,87864,6634,260.16,2026-01-13
11150,98193,3888,777.01,2026-01-15
11151,36635,2237,474.85,2026-07-28
11152,73972,9280,401.55,2025-09-26
11153,68823,8328,267.23,2026-03-27
11154,82549,1374,150.0,2024-09-17
11155,29093,3073,293.16,2026-01-03
11156,98293,2258,859.54,2024-12-29
11157,58715,1131,402.86,2024-10-07
11158,83406,5970,452.75,2024-08-18
11159,13568,5444,683.88,2025-04-14
11160,69098,7761,1215.41,2025-10-29
11161,70797,8766,955.76,2025-03-11
11162,48250,8314,303.03,2025-11-03
11163,67040,8080,186.55,2026-06-15
11164,37680,314,1603.28,2025-08-25
11165,73693,4645,1532.26,2025-09-14
11166,30160,576,541.44,2026-04-10
11167,57047,9890,261.06,2026-07-09
11168,41780,3683,797.6,2025-02-02
11169,28981,6348,466.85,2025-06-28
11170,65449,5892,465.68,2025-10-31
11171,60282,9541,770.65,2026-02-04
11172,74599,232,582.42,2026-06-21
11173,62455,1155,272.35,2025-04-19
11174,32603,1368,418.9,2026-04-18
11175,11725,7934,685.79,2025-06-09
11176,68959,1176,635.95,2026-04-18
11177,56798,6501,561.72,2024-08-25
11178,35640,7166,785.81,2026-03-24
11179,38537,9097,411.23,2026-06-18
11180,35659,4356,538.79,2026-01-26
11181,16734,9214,150.0,2026-06-01
11182,22060,3055,393.54,2026-07-06
11183,27801,8978,721.95,2025-10-15
11184,19227,2773,405.37,2024-10-25
11185,64174,5707,390.29,2025-12-28
11186,63477,2644,292.74,2025-02-03
11187,24548,1865,813.77,2025-11-25
11188,82077,3381,648.22,2025-12-01
11189,56536,7466,744.5,2024-10-16
11190,5401,8058,207.87,2026-05-02
11191,77509,4556,454.76,2026-04-28
11192,26782,5385,428.35,2024-10-31
11193,57187,8224,428.25,2025-01-09
11194,71168,5514,362.12,2026-02-01
11195,2888,4660,414.45,2026-05-21
11196,70140,6424,753.57,2024-10-30
11197,61301,2816,189.35,2025-03-25
11198,23482,7061,1198.29,2025-03-13
11199,54273,8601,627.61,2026-07-10
11200,25041,610,482.43,2026-01-09
11201,30704,7246,775.43,2025-03-05
11202,20419,8620,238.43,2025-08-19
11203,21958,6185,353.42,2025-06-02
11204,79855,8062,463.8,2026-04-03
11205,6721,1611,975.33,2026-01-28
11206,57612,5689,481.43,2024-11-19
11207,25297,9620,617.1,2025-11-07
11208,61504,2597,366.94,2026-08-06
11209,53519,846,628.55,2025-03-20
11210,87823,5495,1139.81,2025-09-22
11211,11721,6032,810.59,2025-11-27
11212,71999,3507,473.08,2026-05-14
11213,46065,5191,690.73,2024-12-24
11214,1849,8718,657.71,2026-03-31
11215,2899,861,634.79,2026-08-07
11216,68725,9719,859.18,2026-01-22
11217,75115,9106,855.97,2025-09-03
11218,84665,8912,462.4,2025-06-27
11219,85506,4053,679.22,2026-03-23
11220,31330,271,406.85,2025-01-20
11221,19871,9760,310.59,2026-04-24
11222,27061,2663,430.63,2025-09-29
11223,8169,6933,474.31,2025-09-09
11224,33070,6087,214.69,2025-05-12
11225,91886,3768,757.61,2025-10-06
11226,51216,7096,150.0,2025-05-25
11227,54857,5284,1914.88,2025-03-26
11228,26338,6967,1044.13,2025-07-28
11229,33884,6812,432.46,2024-10-20
11230,42884,8434,495.08,2026-06-16
11231,86100,9413,573.34,2025-11-20
11232,59483,8906,367.02,2025-12-27
11233,23584,5075,542.57,2025-07-10
11234,99003,6782,458.52,2025-12-25
11235,93166,2240,470.06,2026-03-12
11236,27023,8197,539.55,2025-08-15
11237,72984,127,255.5,2025-02-28
11238,88057,1146,502.6,2025-03-01
11239,74271,3839,534.71,2024-09-18
11240,31491,2234,525.54,2026-04-10
11241,62686,1799,442.34,2025-01-02
11242,31204,3213,870.38,2026-01-24
11243,65106,6088,412.89,2025-05-01
11244,45449,3857,552.06,2025-05-29
11245,42113,4424,942.61,2024-10-11
11246,97516,1015,473.58,2026-04-19
11247,78881,657,548.52,2026-05-09
11248,59230,1624,469.57,2025-12-18
11249,4217,9038,914.78,2025-03-13
11250,39149,3781,433.17,2025-06-20
11251,52627,5378,936.06,2025-08-31
11252,27586,3059,467.88,2025-06-10
11253,95504,870,320.62,2025-10-11
11254,78912,50,692.07,2024-10-13
11255,23389,2909,423.12,2026-06-18
11256,90618,4820,671.99,2025-05-21
11257,31518,9891,150.0,2025-12-01
11258,27897,9472,494.03,2025-08-18
11259,70452,3341,391.58,2025-07-02
11260,41774,3061,289.56,2025-12-16
11261,58057,2118,373.67,2025-03-27
11262,87675,9856,369.87,2025-01-18
11263,5502,822,481.07,2024-10-30
11264,44840,8356,248.72,2025-06-09
11265,69970,8842,577.17,2026-04-17
11266,87415,717,975.65,2025-11-06
11267,19220,2883,567.06,2025-05-05
11268,45829,4581,738.41,2025-12-11
11269,28715,1027,851.74,2025-11-22
11270,48619,2438,914.38,2026-02-12
11271,74691,4057,1255.22,2026-02-07
11272,88424,5132,383.91,2025-07-22
11273,49155,3767,344.04,2025-08-09
11274,54392,4697,729.04,2026-07-14
11275,29133,2893,702.14,2024-10-20
11276,14229,1493,726.21,2026-06-16
11277,1363,9580,1267.3,2026-06-20
11278,21802,1426,495.56,2026-06-12
11279,99214,3964,609.77,2026-02-11
11280,68549,9435,301.81,2025-11-26
11281,26264,7940,1433.19,2025-02-23
11282,83038,8381,416.43,2025-01-13
11283,81986,3478,422.37,2026-01-29
11284,42999,7007,414.31,2025-12-15
11285,92647,68,356.93,2025-02-07
11286,50551,3218,342.16,2025-10-20
11287,32023,9834,379.23,2024-09-19
11288,73019,8056,248.91,2025-08-17
11289,1101,8394,332.73,2025-04-14
11290,47060,1204,1305.68,2025-02-27
11291,95183,3414,711.82,2025-03-20
11292,64657,2828,782.86,2025-05-18
11293,30093,1191,887.67,2024-10-06
11294,64029,1210,1232.83,2025-11-13
11295,32669,6249,203.22,2025-10-15
11296,38215,5060,266.42,2025-07-20
11297,92143,7952,329.69,2026-02-24
11298,34307,6921,389.61,2025-06-01
11299,28547,2789,423.99,2024-12-14
11300,75225,826,394.06,2026-02-16
11301,2658,2428,549.85,2025-05-21
11302,19767,5962,501.52,2026-05-13
11303,77725,7271,343.29,2025-09-09
11304,1803,4843,166.04,2026-02-05
11305,11836,5137,299.93,2024-11-06
11306,27575,7366,374.42,2025-02-26
11307,90601,7441,435.48,2026-07-21
11308,88758,325,280.11,2026-06-24
11309,23568,7143,385.52,2026-01-11
11310,59939,5875,279.92,2026-05-12
11311,13674,7307,462.71,2025-10-02
11312,38131,8671,288.14,2026-07-29
11313,31900,5640,322.32,2024-11-06
11314,49962,1151,256.12,2024-09-02
11315,37485,1833,456.35,2025-02-16
11316,97239,2204,319.51,2024-09-11
11317,35831,3867,775.41,2025-11-10
11318,37916,6597,603.61,2025-11-04
11319,9085,7133,475.84,2026-06-30
11320,97417,9471,330.72,2025-07-13
11321,1592,1163,596.01,2025-07-02
11322,26622,9463,696.0,2024-10-06
11323,12298,3808,529.19,2025-08-23
11324,82727,7992,1098.66,2025-12-04
11325,47124,9767,620.06,2025-10-20
11326,90261,3518,778.06,2025-03-30
11327,18776,1804,526.78,2026-06-25
11328,47967,8605,690.79,2025-08-09
11329,68273,2422,330.83,2026-04-14
11330,87953,6571,391.82,2025-05-19
11331,34185,2456,586.8,2026-08-06
11332,32110,6849,584.67,2024-10-11
11333,3109,7643,635.11,2024-11-17
11334,2388,6736,854.23,2025-12-27
11335,71714,409,241.66,2025-12-11
11336,78900,2262,302.71,2025-05-21
11337,15824,3168,552.68,2026-04-25
11338,63975,3836,343.03,2026-05-15
11339,35299,1530,2667.47,2024-10-21
11340,20273,8381,637.69,2025-07-28
11341,39453,280,473.82,2026-02-06
11342,85818,1536,380.8,2024-09-14
11343,94978,3552,387.58,2025-11-05
11344,84625,1953,500.23,2026-07-15
11345,20109,1022,521.13,2025-12-29
11346,27237,2647,392.15,2025-07-24
11347,85055,6067,429.84,2024-09-17
11348,5087,3855,965.01,2024-10-12
11349,33039,5966,984.62,2024-11-02
11350,48710,8146,558.93,2024-08-28
11351,79727,3148,251.99,2025-12-26
11352,39068,4738,645.0,2026-08-27
11353,70790,363,1071.85,2025-12-13
11354,75884,4607,977.39,2025-11-19
11355,37325,1119,711.38,2024-09-08
11356,104,5379,1003.46,2026-09-06
11357,70016,2498,506.08,2025-06-14
11358,92802,2502,674.55,2025-10-22
11359,45987,3750,350.59,2024-12-28
11360,38995,3783,570.28,2026-04-19
11361,80378,1476,957.92,2025-03-11
11362,46943,616,366.97,2025-05-20
11363,50839,5009,320.31,2024-10-07
11364,61239,1637,517.36,2025-05-15
11365,94156,460,439.95,2025-01-13
11366,82222,551,681.69,2024-08-24
11367,65242,4438,392.83,2025-10-13
11368,7871,2017,1163.54,2026-07-23
11369,44579,2988,258.57,2026-02-24
11370,9657,605,922.3,2025-05-12
11371,92186,9933,336.16,2025-05-31
11372,95723,6953,200.74,2025-11-19
11373,96697,1161,554.98,2025-01-31
11374,94491,2827,433.85,2025-08-03
11375,34936,1103,282.93,2025-10-09
11376,26803,9321,212.58,2026-08-01
11377,66563,8299,490.69,2025-07-01
11378,19215,1091,802.65,2024-12-03
11379,68587,8350,660.16,2026-01-22
11380,20338,7778,506.92,2025-08-01
11381,80270,4680,626.05,2025-12-14
11382,32362,9335,486.09,2025-05-08
11383,94183,6765,241.08,2026-08-03
11384,43765,1363,242.15,2025-02-23
11385,77268,841,445.15,2025-07-11
11386,66033,4620,454.72,2026-05-08
11387,41676,5825,754.07,2026-07-22
11388,21823,4590,719.57,2026-03-20
11389,45503,7310,666.85,2025-06-07
11390,73534,8930,428.31,2026-04-17
11391,31401,7724,247.07,2024-08-28
11392,9583,6738,605.49,2026-07-20
11393,81615,3334,640.71,2026-07-27
11394,79561,8929,150.0,2024-11-13
11395,4300,7479,324.68,2025-08-09
11396,65794,3795,348.79,2024-11-03
11397,26515,3673,522.79,2025-02-02
11398,65244,6098,329.75,2025-06-04
11399,59013,3851,483.44,2026-05-07
11400,27263,7115,443.52,2025-01-10
11401,50862,2583,455.06,2024-12-15
11402,95464,446,344.4,2026-04-06
11403,2847,3408,357.99,2025-11-13
11404,57847,3011,287.11,2025-10-12
11405,24118,7007,595.88,2025-07-18
11406,41073,8534,655.6,2025-08-05
11407,24171,1393,335.19,2025-07-08
11408,82826,3245,1053.97,2025-07-17
11409,45027,1299,421.03,2026-04-23
11410,69788,6874,1059.01,2025-09-22
11411,62023,323,357.43,2026-04-29
11412,77067,4631,178.88,2025-03-25
11413,78406,7632,602.51,2025-03-13
11414,25142,5517,557.95,2024-09-21
11415,60637,4365,501.3,2025-01-28
11416,44363,5688,357.41,2024-09-03
11417,23911,2132,484.3,2024-11-16
11418,89679,6365,381.6,2026-04-18
11419,22035,5158,423.62,2025-08-05
11420,31338,6217,750.56,2026-07-30
11421,46874,7354,540.29,2025-12-21
11422,92371,3332,668.46,2025-04-06
11423,69691,5838,438.81,2024-09-29
11424,57506,7086,415.3,2025-03-25
11425,12564,9093,276.79,2026-07-22
11426,95226,3220,409.52,2025-02-03
11427,18000,2009,150.0,2024-10-04
11428,57720,3273,366.83,2025-06-05
11429,58054,8133,472.98,2025-10-25
11430,28905,9310,653.17,2025-07-04
11431,80555,1239,430.81,2025-07-03
11432,68746,1337,586.3,2024-11-13
11433,79826,2699,165.69,2025-02-02
11434,23124,6026,478.94,2026-01-20
11435,24658,1224,212.78,2025-04-01
11436,7755,9032,269.31,2025-11-10
11437,37251,7300,448.73,2024-09-02
11438,20815,4778,932.75,2026-04-01
11439,54932,2278,593.24,2026-02-07
11440,69465,8406,497.26,2025-06-18
11441,42171,314,487.96,2025-02-24
11442,45720,9943,344.88,2024-10-14
11443,23014,5383,375.41,2025-04-26
11444,92955,5818,610.14,2025-01-27
11445,125,3849,246.49,2026-06-23
11446,89204,9164,662.84,2025-08-07
11447,67852,1908,405.75,2026-02-19
11448,22978,1985,744.55,2025-07-21
11449,77049,8217,796.75,2024-09-22
11450,84595,6012,213.46,2024-11-23
11451,69640,2649,368.41,2025-05-04
11452,55723,6363,321.26,2025-08-16
11453,10392,7771,199.07,2026-01-24
11454,88611,7775,294.05,2025-12-25
11455,42386,2108,1670.08,2026-02-05
11456,38159,719,668.31,2024-11-07
11457,5164,8822,1285.17,2026-09-08
11458,49166,3583,745.87,2024-09-26
11459,32260,6017,340.05,2025-03-17
11460,19953,6388,407.12,2025-01-16
11461,85257,2212,661.31,2026-06-02
11462,71932,7535,613.24,2024-12-03
11463,65075,417,369.2,2024-12-13
11464,36428,9838,231.6,2025-04-04
11465,62547,1294,2550.08,2025-08-21
11466,29504,4121,459.17,2025-09-20
11467,85461,6749,418.69,2025-08-03
11468,62512,3762,521.48,2025-10-10
11469,79914,150,436.43,2026-06-22
11470,85305,8818,523.93,2026-03-15
11471,39136,2861,937.74,2026-02-10
11472,74514,5208,463.0,2026-08-23
11473,13555,9185,275.52,2025-02-08
11474,63523,9451,454.49,2026-08-21
11475,4414,9857,390.64,2024-11-15
11476,67574,3886,1004.2,2026-07-29
11477,86700,7319,884.98,2026-07-28
11478,92762,423,519.97,2025-06-15
11479,51115,6743,259.99,2025-04-26
11480,25201,7952,266.95,2025-12-24
11481,89490,7001,496.49,2025-03-02
11482,92044,5979,582.99,2026-04-16
11483,68762,1891,408.58,2025-09-09
11484,89481,681,387.58,2025-02-14
11485,62631,8717,366.35,2026-05-23
11486,917,6205,487.02,2026-06-24
11487,88516,5379,150.0,2026-04-01
11488,53294,1824,284.1,2025-03-21
11489,6508,1438,360.13,2025-07-23
11490,21590,3712,901.22,2025-01-13
11491,16031,4521,328.03,2024-09-06
11492,18301,6980,539.28,2025-07-15
11493,22687,6876,551.85,2025-04-17
11494,3167,9243,942.9,2025-05-08
11495,2347,7303,926.38,2025-12-16
11496,64382,2189,478.78,2025-12-23
11497,91328,5884,388.49,2025-01-21
11498,29040,2465,353.57,2025-06-30
11499,62129,6433,436.8,2024-11-10
11500,14857,2865,396.62,2026-03-23
11501,79472,4976,649.9,2026-02-17
11502,44481,7830,607.99,2026-08-26
11503,2545,8564,662.42,2025-03-07
11504,76053,6896,924.86,2025-02-26
11505,66438,4568,1250.67,2025-11-03
11506,79025,1325,524.44,2025-10-11
11507,74757,6264,853.83,2024-11-25
11508,80437,6559,413.3,2025-07-30
11509,436,9350,891.14,2025-01-20
11510,73256,2409,837.78,2024-09-27
11511,46527,8834,815.83,2025-01-26
11512,45893,5777,516.48,2026-03-09
11513,38697,7082,352.77,2025-02-19
11514,56185,1951,245.36,2024-12-30
11515,14737,673,482.98,2025-07-16
11516,35028,6902,1060.51,2026-04-27
11517,70742,7456,422.03,2025-07-27
11518,3874,7506,729.65,2025-06-16
11519,18953,1817,751.43,2025-06-04
11520,57030,8207,427.59,2024-09-19
11521,48105,7903,951.63,2026-01-15
11522,69990,2370,150.0,2026-07-26
11523,18710,6389,267.37,2024-10-10
11524,10893,2521,311.74,2026-04-13
11525,59130,4459,327.06,2025-06-13
11526,44695,1561,582.97,2025-03-14
11527,30359,5155,569.65,2025-06-19
11528,69405,156,600.04,2026-03-18
11529,88750,7702,663.84,2024-10-16
11530,54824,955,306.42,2024-09-23
11531,83323,2980,267.98,2025-11-29
11532,54193,2448,600.74,2025-03-06
11533,26636,9410,359.56,2024-12-26
11534,85458,4870,224.7,2026-01-01
11535,82811,8545,800.85,2026-04-17
11536,16155,3047,989.85,2025-06-19
11537,76061,4539,1073.39,2025-08-14
11538,66442,8492,541.05,2025-10-30
11539,31381,5849,673.82,2025-04-10
11540,51579,8508,977.44,2025-12-05
11541,20271,7913,357.56,2024-09-16
11542,60433,4553,858.63,2025-07-30
11543,78239,2697,565.49,2025-11-21
11544,36495,347,778.1,2025-11-04
11545,5706,4832,540.8,2025-01-25
11546,14015,7437,942.12,2025-03-18
11547,78293,3992,551.01,2025-06-24
11548,98466,3041,234.63,2025-05-04
11549,23834,7113,1018.37,2025-07-04
11550,98870,6167,306.81,2024-11-23
11551,15112,2722,921.99,2026-05-19
11552,38368,928,471.01,2026-06-04
11553,97912,3870,887.14,2025-11-17
11554,57092,223,869.04,2025-05-29
11555,33858,1265,610.98,2026-05-18
11556,46794,6571,635.41,2025-02-06
11557,37769,6023,608.69,2025-08-20
11558,18385,4609,180.02,2026-04-09
11559,62396,373,522.78,2026-02-07
11560,92573,2717,282.02,2026-08-26
11561,55662,3284,536.78,2025-12-04
11562,41741,3078,278.25,2025-06-28
11563,66869,8139,272.47,2025-03-16
11564,62873,9444,1099.34,2026-08-18
11565,18414,7147,841.11,2025-05-08
11566,77031,9090,491.73,2026-01-17
11567,96755,1075,540.44,2026-01-24
11568,54614,1136,435.3,2025-02-08
11569,10845,419,655.2,2025-04-02
11570,82627,9520,351.42,2026-04-23
11571,11866,1051,809.87,2025-08-14
11572,47009,6774,434.18,2025-07-01
11573,8608,8246,399.45,2025-10-25
11574,23105,6734,498.13,2025-07-15
11575,78653,1858,366.66,2025-04-29
11576,70703,6944,580.76,2025-03-12
11577,23987,2503,376.65,2024-09-06
11578,58732,1750,622.82,2025-03-10
11579,83953,7254,905.06,2024-10-24
11580,66622,9708,343.9,2024-11-04
11581,91107,1167,461.61,2025-03-07
11582,64386,6073,620.59,2026-03-26
11583,38552,8876,396.26,2024-12-30
11584,53684,9077,621.52,2025-11-20
11585,27819,2749,650.47,2025-08-19
11586,72661,6651,846.94,2025-07-28
11587,45153,8837,363.95,2025-08-13
11588,82978,9705,307.54,2025-07-17
11589,50850,89,422.51,2025-06-19
11590,23883,2157,303.73,2026-05-04
11591,39442,3566,653.44,2025-06-24
11592,86520,2243,275.65,2025-02-26
11593,72359,5520,1582.1,2024-09-21
11594,10715,218,941.96,2025-04-16
11595,28376,6452,495.86,2026-05-19
11596,48177,7792,760.29,2025-07-20
11597,86640,7086,217.37,2024-12-18
11598,57183,7010,1740.08,2025-06-01
11599,92567,4060,366.83,2024-10-12
11600,86844,5521,463.94,2025-07-31
11601,20765,5784,194.81,2026-02-18
11602,28441,8465,628.38,2024-12-21
11603,77040,3577,283.39,2026-07-03
11604,80110,2992,518.44,2026-01-13
11605,32888,5970,375.35,2025-10-13
11606,64862,2664,287.47,2025-05-18
11607,38714,7084,329.58,2025-10-10
11608,33454,7158,551.64,2025-05-01
11609,69599,7865,259.63,2025-06-08
11610,78480,8252,338.86,2025-04-16
11611,74640,1375,686.52,2025-05-14
11612,38005,8237,1810.29,2025-07-12
11613,45718,5167,625.65,2026-02-15
11614,45565,7360,311.49,2025-11-10
11615,64260,7916,410.12,2026-02-10
11616,85435,9691,500.59,2025-03-26
11617,20949,6757,413.76,2026-06-24
11618,41464,5624,773.97,2024-11-11
11619,47746,6792,549.35,2025-05-30
11620,55967,9764,775.82,2025-07-05
11621,39954,6971,421.06,2024-11-01
11622,21291,5298,955.99,2024-12-22
11623,67419,7520,453.39,2024-12-29
11624,21736,7331,303.2,2026-01-18
11625,71533,2692,1463.61,2025-03-17
11626,48558,2454,197.85,2025-04-03
11627,23080,384,340.57,2025-12-30
11628,30367,1408,360.14,2024-10-20
11629,34775,5800,1727.02,2026-03-12
11630,58111,2955,1216.13,2025-12-05
11631,32410,9874,1039.99,2025-12-14
11632,62906,8631,417.66,2025-07-11
11633,59787,7024,1657.54,2026-07-07
11634,12359,8117,592.4,2024-12-09
11635,75467,3158,803.22,2025-09-12
11636,50946,1387,539.07,2025-12-23
11637,38641,1442,480.71,2024-08-31
11638,17003,1593,434.46,2025-09-19
11639,77513,8411,443.71,2024-11-12
11640,15195,3142,667.97,2026-03-23
11641,88691,5999,592.06,2025-12-24
11642,8007,4329,485.06,2026-05-19
11643,98311,238,1048.13,2024-12-23
11644,19217,7266,150.0,2024-10-29
11645,12044,6800,635.84,2025-04-19
11646,42934,7814,705.47,2026-01-11
11647,98093,5840,874.35,2025-01-26
11648,3502,3219,477.02,2024-09-07
11649,94727,9142,546.73,2025-03-25
11650,72220,8803,806.72,2026-06-13
11651,56013,8435,1038.55,2024-12-07
11652,21980,4313,424.0,2026-07-07
11653,51041,3687,563.12,2025-04-09
11654,11893,5678,1140.57,2026-04-27
11655,26491,6699,170.37,2025-04-15
11656,25995,8659,348.97,2025-11-15
11657,11042,1841,1025.48,2025-05-01
11658,92926,5265,850.88,2024-12-05
11659,78879,4362,639.84,2026-08-24
11660,19167,1354,393.74,2025-04-09
11661,77477,9226,317.06,2025-03-08
11662,45248,9364,366.64,2025-05-31
11663,28330,8921,1068.49,2025-11-03
11664,25560,708,359.88,2026-04-24
11665,27429,6740,518.38,2026-06-08
11666,28111,3197,338.03,2026-02-27
11667,39853,7282,750.99,2026-04-20
11668,17549,5787,376.39,2025-01-09
11669,19109,6905,469.28,2025-03-15
11670,61152,740,212.37,2026-07-14
11671,15225,7293,219.93,2024-09-26
11672,75715,5804,494.64,2026-03-09
11673,15697,6223,254.02,2024-11-03
11674,54549,2816,1411.69,2026-02-20
11675,34813,8783,175.78,2025-08-05
11676,40819,5047,330.27,2025-04-15
11677,30032,1534,496.88,2025-05-07
11678,40345,6989,410.52,2026-05-04
11679,48980,4042,283.7,2024-10-20
11680,39152,9230,305.22,2025-11-03
11681,53630,8278,300.27,2025-01-15
11682,45642,7479,426.94,2026-04-14
11683,84253,735,1307.62,2026-05-15
11684,22860,9688,512.33,2025-03-25
11685,87041,6706,890.2,2025-04-05
11686,10141,4307,634.91,2024-12-05
11687,10944,4557,860.0,2025-06-26
11688,38190,9908,150.0,2025-11-06
11689,79443,1724,423.17,2025-06-16
11690,43446,5512,947.25,2025-04-04
11691,90920,8916,370.23,2025-10-13
11692,34465,7265,1189.44,2025-04-16
11693,536,6230,1034.78,2025-09-30
11694,2959,8928,389.72,2025-12-26
11695,48166,1536,383.15,2025-10-03
11696,15409,9522,296.84,2024-10-21
11697,8144,3971,359.68,2025-10-20
11698,38008,8971,266.06,2025-11-29
11699,5162,1444,610.58,2025-01-04
11700,53256,9343,237.93,2026-05-28
11701,20241,5146,666.38,2026-02-17
11702,58661,6799,674.55,2026-02-16
11703,77208,9933,214.73,2026-07-08
11704,63894,3282,1069.46,2025-05-31
11705,85651,9571,637.02,2026-02-13
11706,43367,1022,716.84,2024-09-20
11707,68695,2385,337.2,2025-06-13
11708,9612,5173,672.63,2025-11-23
11709,87973,1245,865.4,2024-10-12
11710,85978,3881,469.04,2025-07-14
11711,97848,3911,1340.72,2026-02-24
11712,44463,8929,503.73,2026-07-24
11713,12983,3895,871.65,2025-05-19
11714,89227,7456,570.49,2025-06-24
11715,17519,2647,660.34,2026-08-01
11716,12226,4866,213.65,2026-07-28
11717,64033,7898,593.2,2026-04-04
11718,18226,4044,341.21,2025-05-19
11719,18270,343,322.73,2026-07-19
11720,38122,3365,1178.56,2026-04-12
11721,30686,9314,442.8,2025-09-06
11722,80173,9896,298.37,2025-01-09
11723,13208,4329,411.76,2026-02-21
11724,79240,8855,257.18,2026-07-02
11725,40298,7703,1009.23,2025-08-10
11726,72797,9766,347.99,2026-03-24
11727,91908,694,642.04,2026-07-13
11728,30326,4872,970.73,2025-01-12
11729,439,9080,383.72,2024-10-17
11730,70784,3394,642.91,2026-07-04
11731,49794,989,294.41,2025-12-08
11732,8840,3085,1673.86,2025-03-02
11733,81602,5969,786.97,2026-08-08
11734,22536,935,447.51,2025-07-08
11735,45862,5730,334.82,2025-06-22
11736,58687,8854,465.45,2025-05-20
11737,22835,4274,415.72,2025-11-04
11738,43895,4075,1308.28,2025-03-25
11739,27526,2626,267.0,2025-11-24
11740,64229,6928,527.11,2025-01-16
11741,62329,9829,488.25,2025-06-14
11742,63263,9526,464.65,2026-05-06
11743,23432,3693,466.7,2025-09-30
11744,19237,4264,464.97,2025-05-22
11745,97562,6128,762.45,2024-10-12
11746,11087,8421,668.14,2025-11-19
11747,26332,3349,607.56,2025-08-18
11748,36593,8920,150.0,2025-05-24
11749,1016,7036,572.43,2026-03-29
11750,79554,1806,215.33,2025-03-18
11751,54229,1229,680.73,2025-12-19
11752,77701,9078,1029.93,2025-04-11
11753,10462,1389,310.1,2026-03-20
11754,10941,8681,432.3,2025-08-24
11755,76779,6556,365.16,2024-12-04
11756,2431,3183,913.9,2025-07-11
11757,70244,3172,516.73,2025-06-01
11758,72171,7617,1169.3,2025-10-25
11759,22592,671,606.0,2025-07-09
11760,47148,398,556.25,2024-09-16
11761,19637,2013,509.84,2025-02-09
11762,78071,6226,741.74,2026-04-29
11763,66277,8399,206.68,2025-05-06
11764,32234,8685,514.23,2025-05-18
11765,83505,3041,475.79,2025-04-05
11766,69753,2926,708.19,2025-10-30
11767,39350,7355,448.61,2025-07-01
11768,36542,7768,293.13,2024-09-12
11769,44225,6440,494.56,2025-06-04
11770,12457,252,286.74,2025-11-21
11771,18837,7130,188.17,2026-07-15
11772,38649,6508,708.79,2025-10-15
11773,22739,8437,658.21,2024-12-20
11774,97759,5990,622.38,2025-05-13
11775,97559,8065,945.26,2026-03-07
11776,18788,1912,353.36,2024-11-30
11777,900,2321,240.91,2025-07-11
11778,6613,67,475.79,2026-01-31
11779,30658,5478,414.16,2025-04-18
11780,37830,7045,323.39,2025-12-23
11781,4023,723,473.46,2025-03-06
11782,75264,7734,362.93,2025-08-24
11783,12317,5340,196.76,2024-11-04
11784,11845,5208,395.21,2025-07-22
11785,55138,702,279.17,2026-03-12
11786,71876,5877,553.26,2026-03-17
11787,41952,9114,354.95,2024-10-13
11788,52385,9531,859.04,2026-01-15
11789,69807,9408,1098.76,2025-10-27
11790,52380,8900,692.07,2025-04-12
11791,58075,8116,226.89,2026-06-21
11792,83105,8549,1045.86,2025-04-14
11793,93459,6305,1083.4,2024-10-02
11794,39458,5336,497.4,2025-03-26
11795,45427,7725,954.76,2025-04-12
11796,37576,7113,373.97,2025-12-27
11797,43667,7895,193.81,2025-07-05
11798,33491,3185,336.92,2024-08-24
11799,89130,2058,1169.87,2025-06-30
11800,87602,5597,233.8,2026-07-09
11801,6030,8686,492.63,2025-04-18
11802,42568,432,501.23,2024-10-05
11803,7990,9551,381.27,2024-10-19
11804,13255,6362,394.74,2025-07-24
11805,48497,9398,510.87,2026-07-30
11806,99672,172,372.01,2024-11-03
11807,30696,9938,242.01,2026-04-05
11808,95199,2590,548.68,2024-10-21
11809,53263,5981,842.76,2026-05-10
11810,27414,6361,761.12,2026-07-28
11811,97498,8437,328.7,2025-04-04
11812,63257,2228,263.59,2026-05-09
11813,13346,8524,427.48,2025-01-17
11814,98253,9468,1079.11,2025-01-14
11815,82298,155,680.48,2024-09-30
11816,45120,3038,700.63,2025-03-18
11817,2648,997,768.88,2025-12-28
11818,86513,2497,608.13,2025-07-03
11819,14636,9059,523.38,2024-11-28
11820,74185,847,686.19,2026-01-12
11821,96736,3501,375.0,2025-09-26
11822,66845,654,242.93,2026-02-26
11823,91022,9230,707.33,2024-11-11
11824,98363,908,914.95,2025-03-13
11825,43828,5805,281.71,2024-11-04
11826,84773,2029,743.2,2025-05-04
11827,54904,7944,1141.82,2026-02-25
11828,93550,1532,492.2,2025-10-27
11829,20236,6588,327.34,2025-08-15
11830,87358,5274,524.01,2025-03-11
11831,28272,596,374.18,2025-08-05
11832,59526,4098,362.0,2025-06-13
